userId,questionId,question,subQuestion,responseId,response
59d67bd4e91f783e0cad1a22,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59d67bd4e91f783e0cad1a22,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Some experience
59d67bd4e91f783e0cad1a22,q4,Rate your experience with the following languages:,Java,q4-i3,Some experience
59d67bd4e91f783e0cad1a22,q4,Rate your experience with the following languages:,Python,q4-i5,Some experience
59d67bd4e91f783e0cad1a22,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,3
59d67bd4e91f783e0cad1a22,q5,Rate your skills (worse - better):,Design Skills,q5-i2,2
59d67bd4e91f783e0cad1a22,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,2
59d67bd4e91f783e0cad1a22,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,4
59d67bd4e91f783e0cad1a22,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,3
59d67bd4e91f783e0cad1a22,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,3
59d67bd4e91f783e0cad1a22,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,2
59d67bd4e91f783e0cad1a22,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,3
59d67bd4e91f783e0cad1a22,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,2
59d67bd4e91f783e0cad1a22,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,3
59e66db7065b993ff9e118a1,q1,What areas are you most interested in?,,q1-i4,Travel
59e66db7065b993ff9e118a1,q1,What areas are you most interested in?,,q1-i6,Music
59e66db7065b993ff9e118a1,q1,What areas are you most interested in?,,q1-i5,Entertainment
59e66db7065b993ff9e118a1,q1,What areas are you most interested in?,,q1-i8,Social Issues
59e66db7065b993ff9e118a1,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59e66db7065b993ff9e118a1,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59e66db7065b993ff9e118a1,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed one project/course
59e66db7065b993ff9e118a1,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Some experience
59e66db7065b993ff9e118a1,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Some experience
59e66db7065b993ff9e118a1,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59e66db7065b993ff9e118a1,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Some experience
59e66db7065b993ff9e118a1,q4,Rate your experience with the following languages:,Python,q4-i5,Some experience
59e66db7065b993ff9e118a1,q4,Rate your experience with the following languages:,Ruby,q4-i6,Completed one project/course
59d24946c8bca053d261c4f0,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59d24946c8bca053d261c4f0,q2,What role do you expect to play on the team?,,q2-i6,Android
59d24946c8bca053d261c4f0,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed one project/course
59d24946c8bca053d261c4f0,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Some experience
59d3bab5387840435cf9c6ed,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed multiple projects/courses
59d3bab5387840435cf9c6ed,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Some experience
59d3bab5387840435cf9c6ed,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Some experience
59d3bab5387840435cf9c6ed,q3,Rate your experience with the following technologies:,Machine Intelligence,q3-i4,Some experience
59d24946c8bca053d261c4f0,q1,What areas are you most interested in?,,q1-i6,Music
59d24946c8bca053d261c4f0,q1,What areas are you most interested in?,,q1-i9,Gaming
59d3bab5387840435cf9c6ed,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Some experience
59d3bab5387840435cf9c6ed,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Completed one project/course
59d24946c8bca053d261c4f0,q1,What areas are you most interested in?,,q1-i12,Arts
59d24946c8bca053d261c4f0,q1,What areas are you most interested in?,,q1-i10,Fashion
59d3bab5387840435cf9c6ed,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59d3bab5387840435cf9c6ed,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed multiple projects/courses
59d24946c8bca053d261c4f0,q1,What areas are you most interested in?,,q1-i4,Travel
59d3bab5387840435cf9c6ed,q4,Rate your experience with the following languages:,Java,q4-i3,Completed multiple projects/courses
59d3bab5387840435cf9c6ed,q4,Rate your experience with the following languages:,C++,q4-i4,Some experience
59d3bab5387840435cf9c6ed,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59d3bab5387840435cf9c6ed,q4,Rate your experience with the following languages:,SQL,q4-i8,Some experience
59d24946c8bca053d261c4f0,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed one project/course
59d3bab5387840435cf9c6ed,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59d3bab5387840435cf9c6ed,q5,Rate your skills (worse - better):,Design Skills,q5-i2,4
59d3bab5387840435cf9c6ed,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,4
59d24946c8bca053d261c4f0,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed one project/course
59d3bab5387840435cf9c6ed,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,4
59d24946c8bca053d261c4f0,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed one project/course
59d24946c8bca053d261c4f0,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59d24946c8bca053d261c4f0,q4,Rate your experience with the following languages:,C++,q4-i4,Some experience
59d3bab5387840435cf9c6ed,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,4
59d24946c8bca053d261c4f0,q4,Rate your experience with the following languages:,Python,q4-i5,Completed one project/course
59d3bab5387840435cf9c6ed,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,4
59d3bab5387840435cf9c6ed,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,3
59d24946c8bca053d261c4f0,q4,Rate your experience with the following languages:,SQL,q4-i8,Some experience
59d3bab5387840435cf9c6ed,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,2
59d3bab5387840435cf9c6ed,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59d24946c8bca053d261c4f0,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59d24946c8bca053d261c4f0,q5,Rate your skills (worse - better):,Design Skills,q5-i2,4
59d3bab5387840435cf9c6ed,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,4
59d24946c8bca053d261c4f0,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,4
59d24946c8bca053d261c4f0,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,3
59d3bab5387840435cf9c6ed,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,4
59d3bab5387840435cf9c6ed,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,3
59d3bab5387840435cf9c6ed,q8,Do you have a team?,,team,false
59d24946c8bca053d261c4f0,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59d3bab5387840435cf9c6ed,q10,Would you like to join an existing team or project?,,join,false
59d24946c8bca053d261c4f0,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59d24946c8bca053d261c4f0,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,3
59d24946c8bca053d261c4f0,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,4
59d24946c8bca053d261c4f0,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,5
59d24946c8bca053d261c4f0,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59d3bab5387840435cf9c6ed,q2,What role do you expect to play on the team?,,q2-i3,Data Scientist
59d3bab5387840435cf9c6ed,q2,What role do you expect to play on the team?,,q2-i4,Designer
59d3bab5387840435cf9c6ed,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59d3bab5387840435cf9c6ed,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59d24946c8bca053d261c4f0,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,4
59d24946c8bca053d261c4f0,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,4
59d24946c8bca053d261c4f0,q8,Do you have a team?,,team,false
59d24946c8bca053d261c4f0,q10,Would you like to join an existing team or project?,,join,false
59dba0ec8ac2a56ad2aaef00,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed one project/course
59d3bab5387840435cf9c6ed,q1,What areas are you most interested in?,,q1-other,ML/AI/AR
59dba0ec8ac2a56ad2aaef00,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Some experience
59d3bab5387840435cf9c6ed,q2,What role do you expect to play on the team?,,q2-other,Whatever I can
59dba0ec8ac2a56ad2aaef00,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Some experience
59dba0ec8ac2a56ad2aaef00,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Some experience
59dba0ec8ac2a56ad2aaef00,q3,Rate your experience with the following technologies:,Machine Intelligence,q3-i4,Some experience
59dba0ec8ac2a56ad2aaef00,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed multiple projects/courses
59dba0ec8ac2a56ad2aaef00,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Some experience
59dba0ec8ac2a56ad2aaef00,q3,Rate your experience with the following technologies:,Internet of Things (IoT),q3-i9,Some experience
59dba0ec8ac2a56ad2aaef00,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59dba0ec8ac2a56ad2aaef00,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59dba0ec8ac2a56ad2aaef00,q4,Rate your experience with the following languages:,C++,q4-i4,Some experience
59dba0ec8ac2a56ad2aaef00,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59dba0ec8ac2a56ad2aaef00,q4,Rate your experience with the following languages:,SQL,q4-i8,Completed multiple projects/courses
59dba0ec8ac2a56ad2aaef00,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,5
59dba0ec8ac2a56ad2aaef00,q5,Rate your skills (worse - better):,Design Skills,q5-i2,4
59dba0ec8ac2a56ad2aaef00,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,4
59dba0ec8ac2a56ad2aaef00,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,4
59dba0ec8ac2a56ad2aaef00,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59dba0ec8ac2a56ad2aaef00,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59dba0ec8ac2a56ad2aaef00,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,5
59dba0ec8ac2a56ad2aaef00,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59dba0ec8ac2a56ad2aaef00,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59dba0ec8ac2a56ad2aaef00,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,3
59dba0ec8ac2a56ad2aaef00,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59dba0ec8ac2a56ad2aaef00,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59cecbe7ca869411de5a75de,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,No experience
59cecbe7ca869411de5a75de,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59cecbe7ca869411de5a75de,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59cecbe7ca869411de5a75de,q4,Rate your experience with the following languages:,Python,q4-i5,Completed one project/course
59e130be3b62e811697f4bb9,q1,What areas are you most interested in?,,q1-i9,Gaming
59cecbe7ca869411de5a75de,q1,What areas are you most interested in?,,q1-i6,Music
59cecbe7ca869411de5a75de,q8,Do you have a team?,,team,true
59cecbe7ca869411de5a75de,q9,Are you looking for more people to join your team?,,teammates,false
59e130be3b62e811697f4bb9,q1,What areas are you most interested in?,,q1-i3,Health
59e130be3b62e811697f4bb9,q1,What areas are you most interested in?,,q1-i5,Entertainment
59e130be3b62e811697f4bb9,q1,What areas are you most interested in?,,q1-i7,Economics
59e130be3b62e811697f4bb9,q1,What areas are you most interested in?,,q1-i8,Social Issues
59e130be3b62e811697f4bb9,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59e130be3b62e811697f4bb9,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59e130be3b62e811697f4bb9,q2,What role do you expect to play on the team?,,q2-i5,iOS
59e130be3b62e811697f4bb9,q2,What role do you expect to play on the team?,,q2-i6,Android
59e130be3b62e811697f4bb9,q2,What role do you expect to play on the team?,,q2-i4,Designer
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Some experience
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Virtual/Augmented Reality,q3-i7,Some experience
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Completed one project/course
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Game Development,q3-i10,Completed one project/course
59e130be3b62e811697f4bb9,q3,Rate your experience with the following technologies:,Machine Intelligence,q3-i4,Completed one project/course
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,Java,q4-i3,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,C++,q4-i4,Completed one project/course
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,Ruby,q4-i6,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,C#,q4-i7,Some experience
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,SQL,q4-i8,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,Swift,q4-i9,Completed multiple projects/courses
59e130be3b62e811697f4bb9,q4,Rate your experience with the following languages:,,q4-i10,Some experience
59e130be3b62e811697f4bb9,q5,Rate your skills (worse - better):,Design Skills,q5-i2,4
59e130be3b62e811697f4bb9,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,4
59e130be3b62e811697f4bb9,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,4
59e130be3b62e811697f4bb9,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59e130be3b62e811697f4bb9,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,4
59e130be3b62e811697f4bb9,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,4
59e130be3b62e811697f4bb9,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,4
59e130be3b62e811697f4bb9,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,4
59e130be3b62e811697f4bb9,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,3
59e130be3b62e811697f4bb9,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,3
59e130be3b62e811697f4bb9,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,4
59e130be3b62e811697f4bb9,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59e130be3b62e811697f4bb9,q8,Do you have a team?,,team,false
59e130be3b62e811697f4bb9,q10,Would you like to join an existing team or project?,,join,true
59d159a6c8bca053d261c4bd,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Some experience
59d159a6c8bca053d261c4bd,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Some experience
59d159a6c8bca053d261c4bd,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Some experience
59d159a6c8bca053d261c4bd,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59d159a6c8bca053d261c4bd,q4,Rate your experience with the following languages:,Python,q4-i5,Some experience
59d159a6c8bca053d261c4bd,q4,Rate your experience with the following languages:,Ruby,q4-i6,Some experience
59d159a6c8bca053d261c4bd,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59d159a6c8bca053d261c4bd,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,3
59d159a6c8bca053d261c4bd,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59d159a6c8bca053d261c4bd,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,4
59d159a6c8bca053d261c4bd,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59d159a6c8bca053d261c4bd,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,5
59d159a6c8bca053d261c4bd,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59d159a6c8bca053d261c4bd,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,3
59d03921c8bca053d261c479,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,No experience
59d03921c8bca053d261c479,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Some experience
59d03921c8bca053d261c479,q3,Rate your experience with the following technologies:,Game Development,q3-i10,Some experience
59d03921c8bca053d261c479,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59d03921c8bca053d261c479,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Some experience
59d03921c8bca053d261c479,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59d03921c8bca053d261c479,q4,Rate your experience with the following languages:,Python,q4-i5,Completed one project/course
59d03921c8bca053d261c479,q4,Rate your experience with the following languages:,C#,q4-i7,Some experience
59d03921c8bca053d261c479,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59d03921c8bca053d261c479,q5,Rate your skills (worse - better):,Design Skills,q5-i2,3
59d03921c8bca053d261c479,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,2
59d03921c8bca053d261c479,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,3
59d03921c8bca053d261c479,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,2
59d03921c8bca053d261c479,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,3
59d03921c8bca053d261c479,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,3
59d03921c8bca053d261c479,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59d03921c8bca053d261c479,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,5
59d03921c8bca053d261c479,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,4
59d03921c8bca053d261c479,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,4
59d03921c8bca053d261c479,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,3
59e27cdf3b62e811697f4bd5,q1,What areas are you most interested in?,,q1-i3,Health
59e27cdf3b62e811697f4bd5,q1,What areas are you most interested in?,,q1-i9,Gaming
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed one project/course
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Completed one project/course
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Completed multiple projects/courses
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Machine Intelligence,q3-i4,Completed multiple projects/courses
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Completed multiple projects/courses
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed multiple projects/courses
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Virtual/Augmented Reality,q3-i7,Some experience
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Completed multiple projects/courses
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Internet of Things (IoT),q3-i9,Completed multiple projects/courses
59e27cdf3b62e811697f4bd5,q3,Rate your experience with the following technologies:,Game Development,q3-i10,Some experience
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed one project/course
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed one project/course
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,C++,q4-i4,Completed multiple projects/courses
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,Python,q4-i5,Completed one project/course
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,Ruby,q4-i6,Some experience
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,C#,q4-i7,Some experience
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,SQL,q4-i8,Completed one project/course
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,Swift,q4-i9,Completed multiple projects/courses
59e27cdf3b62e811697f4bd5,q4,Rate your experience with the following languages:,,q4-i10,Some experience
59e27cdf3b62e811697f4bd5,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,5
59e27cdf3b62e811697f4bd5,q5,Rate your skills (worse - better):,Design Skills,q5-i2,5
59e27cdf3b62e811697f4bd5,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,5
59e27cdf3b62e811697f4bd5,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,5
59e27cdf3b62e811697f4bd5,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59e27cdf3b62e811697f4bd5,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59e27cdf3b62e811697f4bd5,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,5
59e27cdf3b62e811697f4bd5,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59e27cdf3b62e811697f4bd5,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,5
59e27cdf3b62e811697f4bd5,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59e27cdf3b62e811697f4bd5,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,5
59e27cdf3b62e811697f4bd5,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59e27cdf3b62e811697f4bd5,q8,Do you have a team?,,team,false
59e27cdf3b62e811697f4bd5,q10,Would you like to join an existing team or project?,,join,true
59e27cdf3b62e811697f4bd5,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59e27cdf3b62e811697f4bd5,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59e27cdf3b62e811697f4bd5,q2,What role do you expect to play on the team?,,q2-i3,Data Scientist
59e27cdf3b62e811697f4bd5,q2,What role do you expect to play on the team?,,q2-i4,Designer
59e27cdf3b62e811697f4bd5,q2,What role do you expect to play on the team?,,q2-i5,iOS
59e66db7065b993ff9e118a1,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59e66db7065b993ff9e118a1,q5,Rate your skills (worse - better):,Design Skills,q5-i2,2
59ddb9293b62e811697f4b5d,q1,What areas are you most interested in?,,q1-i9,Gaming
59ddb9293b62e811697f4b5d,q1,What areas are you most interested in?,,q1-i4,Travel
59ddb9293b62e811697f4b5d,q1,What areas are you most interested in?,,q1-i5,Entertainment
59ddb9293b62e811697f4b5d,q1,What areas are you most interested in?,,q1-i10,Fashion
59ddb9293b62e811697f4b5d,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59ddb9293b62e811697f4b5d,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59ddb9293b62e811697f4b5d,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed one project/course
59ddb9293b62e811697f4b5d,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Some experience
59ddb9293b62e811697f4b5d,q3,Rate your experience with the following technologies:,Game Development,q3-i10,Some experience
59ddb9293b62e811697f4b5d,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59ddb9293b62e811697f4b5d,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed one project/course
59ddb9293b62e811697f4b5d,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59ddb9293b62e811697f4b5d,q4,Rate your experience with the following languages:,SQL,q4-i8,No experience
59ddb9293b62e811697f4b5d,q4,Rate your experience with the following languages:,,q4-other,"YQL, node js"
59ddb9293b62e811697f4b5d,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,4
59ddb9293b62e811697f4b5d,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,3
59ddb9293b62e811697f4b5d,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59e5a736065b993ff9e1188c,q1,What areas are you most interested in?,,q1-i1,Finance
59ddb9293b62e811697f4b5d,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,5
59ddb9293b62e811697f4b5d,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,2
59e5a736065b993ff9e1188c,q1,What areas are you most interested in?,,q1-i7,Economics
59e5a736065b993ff9e1188c,q1,What areas are you most interested in?,,q1-i9,Gaming
59e5a736065b993ff9e1188c,q2,What role do you expect to play on the team?,,q2-i3,Data Scientist
59e5a736065b993ff9e1188c,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59ddb9293b62e811697f4b5d,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,4
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed multiple projects/courses
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Some experience
59ddb9293b62e811697f4b5d,q8,Do you have a team?,,team,false
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Completed multiple projects/courses
59ddb9293b62e811697f4b5d,q10,Would you like to join an existing team or project?,,join,true
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Machine Intelligence,q3-i4,Completed one project/course
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Completed one project/course
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed multiple projects/courses
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Virtual/Augmented Reality,q3-i7,No experience
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Completed one project/course
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Internet of Things (IoT),q3-i9,Completed one project/course
59e5a736065b993ff9e1188c,q3,Rate your experience with the following technologies:,Game Development,q3-i10,Some experience
59e5a736065b993ff9e1188c,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
