,cr1-cr-other,cr2-cr-other,cr3-cr-other,cr3-i2,cr3-i3,cr4-cr-other,cr5-cr-other,cr5-i1,cr5-i5,cr5-i9,cr6-i1,"ft1-ft-other::
# of people wanted","ft2-ft-other::
name of team","ft3-ft-other::
team project focus","ft4-ft-other::
team project technology","ft5-i1::
front end wanted","ft5-i2::
back end wanted","ft5-i3::
data scientist wanted","ft5-i4::
designer wanted","ft5-i5::
ios person wanted","ft5-i6::
other roles wanted","ft5-i7::
web dev wanted","ft6-ft-other::
team project experience","ft7-ft-other::
team emails","q1-i10::
fashion","q1-i11::
sports","q1-i12::
arts","q1-i1::
finance","q1-i2::
politics","q1-i3::
health","q1-i4::
travel","q1-i5::
entertainment","q1-i6::
music","q1-i7::
economics","q1-i8::
social issues","q1-i9::
gaming","q1-other::
other interest","q2-i1::
front end engineer","q2-i2::
back end engineer","q2-i3::
data scientist","q2-i4::
designer","q2-i5::
ios","q2-i6::
andriod","q2-other::
other role","q3-i10::
game dev","q3-i1::
web app dev","q3-i2::
mobile app dev","q3-i3::
data mining","q3-i4::
machine intel","q3-i5::
computer networks","q3-i6::
algorithm design","q3-i7::
vr/ar","q3-i8::
hardware","q3-i9::
IoT","q3-other::
other experience","q4-i10::
scala","q4-i1::
html","q4-i2::
js","q4-i3::
java","q4-i4::
c++","q4-i5::
python","q4-i6::
ruby","q4-i7::
c#","q4-i8::
sql","q4-i9::
swift","q4-other::
other languages","q5-i1::
communication skills","q5-i2::
design skills","q5-i3::
presentation skills","q5-i4::
project management skills","q6-i1::
have fun","q6-i2::
learn tech","q6-i3::
win","q6-i4::
socialize","q7-i1::
great code","q7-i2::
great concept","q7-i3::
great design","q7-i4::
great presentation","team join::
if want to join a team","team::
if have team","teammates::
if looking for teammate",uid
70,,,,,,,,,,,,3,We Miss ,"We are uncertain, would rather talk to all of our teammates to pick a field and focus.","MEAN Stack, Python, Bootstrap, jQuery OR Swift",Front-end Engineer,Back-end Engineer,,Designer,iOS,,,"On a scale of CS Freshman to Senior Engineer at Google, we're entry level software developers at some modest tech company.",59e81a458dd4091849b47061,Fashion,,Arts,,,Health,,Entertainment,Music,,Social Issues,,Technology,Front-end Engineer,Back-end Engineer,,,iOS,,,,Completed multiple projects/courses,Some experience,,Completed one project/course,,Completed one project/course,,Some experience,Completed one project/course,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed one project/course,Completed one project/course,,Completed one project/course,Completed one project/course,Completed one project/course,,5,5,5,5,4,4,5,4,4,5,5,5,,true,true,59d5497ee91f783e0cad19e8
71,,,,,,,,,,,,,SkedHub,Educational App,"Python, HTML, CSS, Javascript, and/or PHP",Front-end Engineer,Back-end Engineer,,,iOS,,,We have attended from 0-5 hackathons (range).,59cf0e9eca869411de5a7629,,,,,,,,,,,Social Issues,,Education,Front-end Engineer,Back-end Engineer,,Designer,,,,,Completed one project/course,,,,,Some experience,,,,,,Completed one project/course,Some experience,Completed multiple projects/courses,,Completed multiple projects/courses,,,,,,5,3,4,4,5,5,2,4,3,5,5,5,,true,true,59d55f33e91f783e0cad19ee
72,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,,,Health,Travel,,,Economics,,Gaming,,Front-end Engineer,,,,,,,,Some experience,Some experience,,,,,,,,,,Some experience,Some experience,Some experience,,Some experience,,,,,,3,2,2,,4,3,,3,2,3,2,3,,true,false,59d67bd4e91f783e0cad1a22
73,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,Finance,Politics,,,,,Economics,,Gaming,,,,Data Scientist,,,,,,,,Some experience,,,,Some experience,Completed one project/course,Some experience,,,,,,Some experience,,,,,,,5,4,5,5,5,4,2,4,5,5,5,5,true,false,,59d681bbe91f783e0cad1a25
74,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,,Travel,Entertainment,,Economics,,Gaming,,Front-end Engineer,Back-end Engineer,,,,,Electrical and Firmware,Some experience,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,No experience,,Completed one project/course,,C++ and C,5,4,3,4,5,4,4,5,3,5,4,4,true,false,,59d70e66e91f783e0cad1a48
75,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,Finance,,Health,Travel,Entertainment,,Economics,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,,Android,,Some experience,Some experience,Some experience,Some experience,,Some experience,Some experience,,,,,,Some experience,Some experience,Completed multiple projects/courses,,Completed one project/course,,,,,,5,4,4,4,5,4,2,3,4,3,5,4,true,false,,59d71b8ce91f783e0cad1a4e
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,59d7c68ee91f783e0cad1a5b
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,,,,,,,,,,,Completed multiple projects/courses,Some experience,Completed one project/course,,Some experience,Some experience,,Completed one project/course,,,3,2,,3,5,3,,2,3,3,3,2,,true,true,59d816d9e91f783e0cad1a67
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,Some experience,,,Completed one project/course,,,Some experience,No experience,,,Some experience,Some experience,Completed one project/course,Completed one project/course,Completed multiple projects/courses,,,Completed one project/course,,,3,3,,,4,3,,3,4,4,4,3,,,,59d8186ee91f783e0cad1a68
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experience,No experience,,,,,,,,,,,,,,,Some experience,,,,,3,1,4,,4,5,3,4,3,4,3,5,,,,59d848b4e91f783e0cad1a70
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,,,,,,,Front-end Engineer,Back-end Engineer,,,,,,,,,Some experience,Some experience,,Some experience,,,,,,,,,Completed one project/course,,,,Completed one project/course,,,4,3,2,3,2,5,3,2,2,3,3,3,true,false,,59da68b68ac2a56ad2aaeed9
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,Travel,Entertainment,Music,,Social Issues,Gaming,,,Back-end Engineer,,,iOS,Android,,,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,,Completed multiple projects/courses,,,Some experience,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,,,Completed multiple projects/courses,Some experience,,3,3,3,3,5,5,5,5,5,4,3,4,,true,true,59da9d688ac2a56ad2aaeee3
82,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,Arts,,,,,Entertainment,Music,,,Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59dad29f8ac2a56ad2aaeeee
83,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,Arts,,,,,,Music,,,,,Front-end Engineer,Back-end Engineer,,Designer,iOS,,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,Completed one project/course,Some experience,,Some experience,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Some experience,,Some experience,Completed multiple projects/courses,Ats....,5,5,4,3,5,4,4,5,5,5,5,5,true,false,,59dadb9d8ac2a56ad2aaeeef
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,59dae3608ac2a56ad2aaeef1
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experience,No experience,,,,,,,,,,,,,,,,,,,,5,3,2,3,4,4,3,5,2,4,4,3,,,,59db7f0c8ac2a56ad2aaeef9
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Some experience,Some experience,Some experience,Some experience,Completed multiple projects/courses,,Some experience,Some experience,,,Completed multiple projects/courses,,Completed one project/course,Some experience,Completed multiple projects/courses,,,Completed multiple projects/courses,,,5,4,4,4,5,5,5,5,4,5,3,5,,,,59dba0ec8ac2a56ad2aaef00
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,Entertainment,,,Social Issues,Gaming,,,Back-end Engineer,,,iOS,Android,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Some experience,,Completed one project/course,Completed one project/course,Some experience,,,,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed one project/course,,,Completed multiple projects/courses,Completed one project/course,,,4,3,4,4,5,5,5,5,5,5,5,5,false,false,,59dbb7b28ac2a56ad2aaef06
88,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,,,Health,Travel,,,,,,,,Back-end Engineer,,,,,,,Some experience,,,,,Completed one project/course,,,,,,Some experience,,Completed multiple projects/courses,Completed one project/course,,,,,,,5,4,5,3,5,5,3,5,3,5,3,5,true,false,,59dbb82a8ac2a56ad2aaef07
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experience,,Some experience,,,,,,Some experience,,,,,,Completed multiple projects/courses,,,,,,,,3,3,3,4,5,5,2,5,5,5,5,1,,,,59dbcd728ac2a56ad2aaef08
90,,,,,,,,,,,,2,Codenza,Not Yet Decided,Anything that be used at that moment,Front-end Engineer,Back-end Engineer,,,,,Web Dev,Good,"59da9d688ac2a56ad2aaeee3, 59cf1ea4ca869411de5a763e",,,,,,Health,,,,,,,"Security, App Development, Web Based Platforms",Front-end Engineer,Back-end Engineer,,Designer,,Android,Security,,Completed multiple projects/courses,Completed one project/course,,,Completed one project/course,Some experience,,Completed one project/course,Some experience,,,Completed multiple projects/courses,Some experience,Some experience,Some experience,Some experience,,Some experience,Completed one project/course,,Java,4,4,4,3,5,4,5,5,4,3,4,4,,true,true,59dbdbc48ac2a56ad2aaef0a
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,59dbed708ac2a56ad2aaef0f
92,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,Social Issues,Gaming,,,,Data Scientist,,,,,,,,,No experience,,,,Some experience,,,,,,,Completed one project/course,,,,,,,5,2,5,5,5,3,,5,,,,,,true,false,59dcec5e3b62e811697f4b3c
93,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,,,Health,,,Music,,Social Issues,,,Front-end Engineer,,,Designer,,,,,Some experience,,,,,,,,,,,,,,Completed one project/course,,,,,,MATLAB lol,5,5,5,4,4,5,,2,3,5,5,5,,true,false,59dcf5883b62e811697f4b3f
94,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,,,,,Economics,,,,Front-end Engineer,,,,,,,,Completed one project/course,,No experience,Some experience,Some experience,Some experience,,,,,,Completed multiple projects/courses,Completed one project/course,Completed one project/course,,Completed multiple projects/courses,Completed one project/course,,Completed one project/course,,,5,3,4,3,5,5,5,5,5,5,5,5,true,false,,59dd32e63b62e811697f4b44
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Some experience,,,Completed one project/course,Completed one project/course,,,,,,Completed one project/course,Completed one project/course,Completed one project/course,,No experience,,,Completed one project/course,,,3,3,2,3,4,5,4,5,5,5,5,2,,,,59dd6fce3b62e811697f4b4a
96,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,,,,Travel,Entertainment,,,,Gaming,,Front-end Engineer,Back-end Engineer,,,,,,Some experience,Completed one project/course,,,,,Some experience,,,,,,Some experience,Completed one project/course,Completed one project/course,,,,,Some experience,,"YQL, node js",,,,,5,4,,3,4,5,4,,true,false,,59ddb9293b62e811697f4b5d
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Politics,,,,,,,Gaming,quantum computing and artificial intelegence  ,Front-end Engineer,Back-end Engineer,,,,,,Some experience,,,No experience,Some experience,,Some experience,,Some experience,,,,,,Completed one project/course,,Completed one project/course,,,,,,,,,,3,5,,4,5,3,5,4,true,false,,59de2f233b62e811697f4b66
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,Entertainment,,,Social Issues,,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,No experience,,,,,,,,,,,,Some experience,,Some experience,,Completed one project/course,,Some experience,,,,4,2,3,3,5,5,,5,4,4,3,3,true,false,,59de57dd3b62e811697f4b70
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed multiple projects/courses,No experience,,Some experience,,,,Some experience,,Some experience,,Completed one project/course,,,Some experience,,,4,3,4,3,3,5,3,4,4,5,4,4,,,,59de74653b62e811697f4b75
100,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,Health,Travel,Entertainment,Music,,,,,,Back-end Engineer,,,,,,,Completed multiple projects/courses,Some experience,Some experience,,,Some experience,,Some experience,Some experience,,,Completed multiple projects/courses,Some experience,Some experience,,Completed multiple projects/courses,,,Some experience,,,4,4,3,2,5,5,3,4,4,5,4,3,true,false,,59de9e6a3b62e811697f4b80
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Some experience,Some experience,Some experience,Some experience,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,,,Some experience,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed one project/course,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,59deb7ac3b62e811697f4b83
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Issues,,,,Back-end Engineer,Data Scientist,,,,,,Some experience,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Some experience,,,5,3,4,5,4,4,4,4,4,5,5,5,true,false,,59dee0703b62e811697f4b8c
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,false,59df700e3b62e811697f4b91
104,,,,,,,,,,,,2,Instinct,Web application ,"Python, JavaScript, SQL",Front-end Engineer,Back-end Engineer,,,,,0,1 year,59dd6fce3b62e811697f4b4a,,,,Finance,,,Travel,Entertainment,Music,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,,,Android,,,Some experience,Some experience,Some experience,Some experience,Completed one project/course,Some experience,,,Some experience,,Some experience,Some experience,Some experience,Completed one project/course,Completed one project/course,Some experience,,Some experience,Completed one project/course,Some experience,,4,3,4,3,5,5,5,5,5,5,5,5,,true,true,59dff0d93b62e811697f4ba0
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,Health,,,Music,,,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,,Completed one project/course,No experience,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Completed one project/course,,,4,4,4,5,4,4,5,4,5,5,4,4,true,false,,59e0cf6f3b62e811697f4bad
106,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,Arts,,,Health,Travel,Entertainment,Music,,Social Issues,Gaming,,,,,Designer,,Android,,,Some experience,Some experience,,,,,,Completed multiple projects/courses,Some experience,,,Some experience,Completed one project/course,Completed one project/course,,Some experience,,,,,,3,4,2,4,5,5,,3,3,4,3,2,,true,false,59e0fe533b62e811697f4bb4
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,Entertainment,,Economics,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,Designer,iOS,Android,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,4,4,4,4,4,4,4,4,3,4,3,5,true,false,,59e130be3b62e811697f4bb9
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,iOS,Android,,,,,,,,,,Completed one project/course,,,,Some experience,,,Some experience,,,,,,,5,3,4,4,5,4,4,5,4,5,5,4,true,false,,59e1aced3b62e811697f4bc4
