,cr1-cr-other,uid,"q1-i10::
fashion","q1-i11::
sports","q1-i12::
arts","q1-i1::
finance","q1-i2::
politics","q1-i3::
health","q1-i4::
travel","q1-i5::
entertainment","q1-i6::
music","q1-i7::
economics","q1-i8::
social issues","q1-i9::
gaming","q1-other::
other interest","q2-i1::
front end engineer","q2-i2::
back end engineer","q2-i3::
data scientist","q2-i4::
designer","q2-i5::
ios","q2-i6::
andriod","q2-other::
other role","q3-i10::
game dev","q3-i1::
web app dev","q3-i2::
mobile app dev","q3-i3::
data mining","q3-i4::
machine intel","q3-i5::
computer networks","q3-i6::
algorithm design","q3-i7::
vr/ar","q3-i8::
hardware","q3-i9::
IoT","q3-other::
other experience","q4-i10::
scala","q4-i1::
html","q4-i2::
js","q4-i3::
java","q4-i4::
c++","q4-i5::
python","q4-i6::
ruby","q4-i7::
c#","q4-i8::
sql","q4-i9::
swift","q4-other::
other languages","q5-i1::
communication skills","q5-i2::
design skills","q5-i3::
presentation skills","q5-i4::
project management skills","q6-i1::
have fun","q6-i2::
learn tech","q6-i3::
win","q6-i4::
socialize","q7-i1::
great code","q7-i2::
great concept","q7-i3::
great design","q7-i4::
great presentation","team join::
if want to join a team","team::
if have team","teammates::
if looking for teammate","ft1-ft-other::
# of people wanted","ft2-ft-other::
name of team","ft3-ft-other::
team project focus","ft4-ft-other::
team project technology","ft5-i1::
front end wanted","ft5-i2::
back end wanted","ft5-i4::
designer wanted","ft5-i5::
ios person wanted","ft5-i6::
other roles wanted","ft5-i7::
web dev wanted","ft6-ft-other::
team project experience","ft7-ft-other::
team emails",,,,,,,,,,,,
68,,59dcec5e3b62e811697f4b3c,,,,,,,,,,,Social Issues,Gaming,,,,Data Scientist,,,,,,,,,No experience,,,,Some experience,,,,,,,Completed one project/course,,,,,,,5,2,5,5,5,3,,5,,,,,,true,false,1,,,,,,,,,,,,,,,,,,,,,,,
69,,59dcf5883b62e811697f4b3f,,Sports,,,,Health,,,Music,,Social Issues,,,Front-end Engineer,,,Designer,,,,,Some experience,,,,,,,,,,,,,,Completed one project/course,,,,,,MATLAB lol,5,5,5,4,4,5,,2,3,5,5,5,,true,false,,,,,,,,,,,,,,,,,,,,,,,,
70,,59dd32e63b62e811697f4b44,,Sports,,Finance,,,,,,Economics,,,,Front-end Engineer,,,,,,,,Completed one project/course,,No experience,Some experience,Some experience,Some experience,,,,,,Completed multiple projects/courses,Completed one project/course,Completed one project/course,,Completed multiple projects/courses,Completed one project/course,,Completed one project/course,,,5,3,4,3,5,5,5,5,5,5,5,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
71,,59dd6fce3b62e811697f4b4a,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,,,,Completed one project/course,Completed one project/course,,,,,,Completed one project/course,Completed one project/course,Completed multiple projects/courses,,No experience,,,Completed one project/course,,,4,3,,3,5,5,3,5,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,59ddb9293b62e811697f4b5d,Fashion,,,,,,Travel,Entertainment,,,,Gaming,,Front-end Engineer,Back-end Engineer,,,,,,Some experience,Completed one project/course,,,,,Some experience,,,,,,Some experience,Completed one project/course,Completed one project/course,,,,,Some experience,,"YQL, node js",,,,,5,4,,3,4,5,4,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
73,,59de2f233b62e811697f4b66,,,,,Politics,,,,,,,Gaming,quantum computing and artificial intelegence  ,Front-end Engineer,Back-end Engineer,,,,,,Some experience,,,No experience,Some experience,,Some experience,,Some experience,,,,,,Completed one project/course,,Completed one project/course,,,,,,,,,,3,5,,4,5,3,5,4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
74,,59de74653b62e811697f4b75,,,,,,,,,,,,,,,,,,,,,,,,,,Completed multiple projects/courses,No experience,,Some experience,,,,Some experience,,Some experience,,Completed one project/course,,,Some experience,,,4,3,4,3,3,5,3,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,59de9e6a3b62e811697f4b80,,Sports,,Finance,,Health,Travel,Entertainment,Music,,,,,,Back-end Engineer,,,,,,,Completed multiple projects/courses,Some experience,Some experience,,,Some experience,,Some experience,Some experience,,,Completed multiple projects/courses,Some experience,Some experience,,Completed multiple projects/courses,,,Some experience,,,4,4,3,2,5,5,3,4,4,5,4,3,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
76,,59deb7ac3b62e811697f4b83,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Some experience,Some experience,Some experience,Some experience,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,,,Some experience,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed one project/course,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,59dee0703b62e811697f4b8c,,,,,,,,,,,Social Issues,,,,Back-end Engineer,Data Scientist,,,,,,Some experience,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Some experience,,,5,3,4,5,4,4,4,4,4,5,5,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
78,,59df700e3b62e811697f4b91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,
79,,59e0cf6f3b62e811697f4bad,,,,Finance,,Health,,,Music,,,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,,Completed one project/course,No experience,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Completed one project/course,,,4,4,4,5,4,4,5,4,5,5,4,4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
80,,59e0fe533b62e811697f4bb4,,Sports,Arts,,,Health,Travel,Entertainment,Music,,Social Issues,Gaming,,,,,Designer,,Android,,,Some experience,Some experience,,,,,,Completed multiple projects/courses,Some experience,,,Some experience,Completed one project/course,Completed one project/course,,Some experience,,,,,,3,4,2,4,5,5,,3,3,4,3,2,,true,false,,,,,,,,,,,,,,,,,,,,,,,,
81,,59e130be3b62e811697f4bb9,,,,,,Health,,Entertainment,,Economics,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,Designer,iOS,Android,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,4,4,4,4,4,4,4,4,3,4,3,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
82,,59e1aced3b62e811697f4bc4,,,,,,,,Entertainment,,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,iOS,Android,,,,,,,,,,Completed one project/course,,,,Some experience,,,Some experience,,,,,,,5,3,4,4,5,4,4,5,4,5,5,4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
83,,59e27cdf3b62e811697f4bd5,,,,,,Health,,,,,,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,iOS,,,Some experience,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,Some experience,Completed one project/course,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Completed one project/course,Some experience,Some experience,Completed one project/course,Completed multiple projects/courses,,5,5,5,5,5,5,5,5,5,5,5,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
84,,59e2ec393b62e811697f4bec,,,Arts,,Politics,,Travel,Entertainment,Music,Economics,Social Issues,,Media,,,,,,,I have very limited experience.,,No experience,,,,,,,,,,,Some experience,,,,,,,,,,4,2,4,5,5,5,3,5,4,4,4,4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
85,,59e2f37d3b62e811697f4bee,,Sports,,,,,,,,,,,,Front-end Engineer,Back-end Engineer,,,,,,,Some experience,,,,,,,,,,,Some experience,Some experience,Some experience,,Completed one project/course,,,Some experience,,,,,,,2,4,,2,4,4,3,3,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
86,,59e3b03f3b62e811697f4bf8,,,Arts,,,,Travel,Entertainment,Music,,,,,,Back-end Engineer,Data Scientist,,,,,,Completed one project/course,,Completed multiple projects/courses,Some experience,,Some experience,,,,,,Some experience,,,,Some experience,,Some experience,Completed multiple projects/courses,,,5,3,4,2,5,5,5,5,4,5,4,3,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
87,,59e3f30a3b62e811697f4c06,,,Arts,,,,,,,,,Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,59e449623b62e811697f4c12,,,,Finance,,Health,Travel,Entertainment,,Economics,Social Issues,,,,Back-end Engineer,Data Scientist,,,Android,,,No experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Some experience,Completed one project/course,Completed one project/course,,Some experience,Some experience,Some experience,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Completed one project/course,,,5,4,5,5,5,5,5,5,4,5,5,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
89,,59e4587d3b62e811697f4c13,,,,,,Health,,Entertainment,Music,Economics,,,,,Back-end Engineer,,,,,,,Completed one project/course,Completed one project/course,Completed one project/course,Completed one project/course,Completed one project/course,Completed one project/course,,,,,,Some experience,Completed multiple projects/courses,Some experience,Some experience,Completed multiple projects/courses,,,Completed one project/course,Some experience,,5,4,5,5,5,,5,3,5,5,5,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
90,,59e4ddce3b62e811697f4c1b,,,,,,,,,,,,,business analytics,,,,,,,no idea,,,,,,,,,,,,,,,Some experience,,Completed one project/course,,,Completed one project/course,,,3,2,3,3,5,5,,,,3,3,3,false,false,,,,,,,,,,,,,,,,,,,,,,,,,
91,,59e4f59e3b62e811697f4c1f,,Sports,,Finance,,Health,Travel,Entertainment,Music,,Social Issues,,,Front-end Engineer,Back-end Engineer,,,,Android,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,,Some experience,Completed multiple projects/courses,,,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,,Some experience,Completed one project/course,Some experience,,2,5,2,5,1,3,5,5,5,4,5,4,,true,true,,,,,,,,,,,,"59e5886638e5c61e5eda8954, 59e508ac3b62e811697f4c25",,,,,,,,,,,,
92,,59e589c138e5c61e5eda8956,,,Arts,,,Health,,Entertainment,Music,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,Designer,,,,Some experience,Completed multiple projects/courses,,Completed one project/course,Some experience,Completed one project/course,Completed one project/course,,Completed one project/course,Some experience,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,,,5,5,4,5,4,5,4,5,4,5,5,4,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,
93,,59e5a736065b993ff9e1188c,,,,Finance,,,,,,Economics,,Gaming,,,Back-end Engineer,Data Scientist,,,,,Some experience,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed one project/course,Completed one project/course,Completed multiple projects/courses,No experience,Completed one project/course,Completed one project/course,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,,Completed one project/course,Completed multiple projects/courses,,,5,2,4,5,5,5,5,5,5,5,4,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
94,,59e64dc4065b993ff9e11899,,,Arts,,,,,,,,Social Issues,,Education for displaced learners and refugees ,,,,Designer,,,"Communication, Web Design, Educational Consultant ",Some experience,Completed one project/course,,,,,,Some experience,Some experience,Some experience,,,No experience,,,,,,,,,,5,3,5,5,5,5,,5,3,5,5,4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
95,,59e6508e065b993ff9e1189a,,,Arts,,,,Travel,Entertainment,Music,Economics,,Gaming,Technology,Front-end Engineer,,,Designer,,,Lead,,Some experience,Some experience,Some experience,,Some experience,Some experience,,Completed multiple projects/courses,,,,Completed multiple projects/courses,Completed one project/course,,Completed one project/course,Some experience,,Some experience,Some experience,Some experience,,4,3,4,3,5,4,3,4,4,4,4,4,,true,false,,Daypop,Event discovery that adapts with dynamic lifestyles and fosters inclusive communities,"Python, Javascript, Node, React.js, Elixir-Phoenix, PostgreSQL, Redis, HTML, CSS",Front-end Engineer,Back-end Engineer,Designer,,,,Moderate - we've built prototype web apps before,59e65d3c065b993ff9e1189b,,,,,,,,,,,,
96,,59e65d3c065b993ff9e1189b,,,,,,,,,,,,,,,,,,,,,Some experience,Completed one project/course,,,Some experience,Some experience,Some experience,,Completed multiple projects/courses,Completed one project/course,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Some experience,Completed one project/course,,,3,1,3,3,5,2,,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,59e661ad065b993ff9e1189e,Fashion,,Arts,,,,,,,Economics,Social Issues,,,Front-end Engineer,Back-end Engineer,,Designer,,,,,Completed multiple projects/courses,,,Completed one project/course,,Completed one project/course,,,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Some experience,Completed multiple projects/courses,,,,,,5,5,5,5,5,5,2,5,4,5,5,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
98,,59e66db7065b993ff9e118a1,,,,,,,Travel,Entertainment,Music,,Social Issues,,,Front-end Engineer,Back-end Engineer,,,,,,,Completed one project/course,Some experience,,,Some experience,,,,,,,Completed multiple projects/courses,Some experience,,,Some experience,Completed one project/course,,,,,4,2,4,,5,5,2,4,3,3,,4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
99,,59e66e49065b993ff9e118a2,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Completed one project/course,Some experience,,,,Some experience,,,,,,Completed multiple projects/courses,Some experience,Completed one project/course,,Some experience,,,Some experience,Some experience,,4,2,3,4,4,5,,5,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,59e6a02a065b993ff9e118b3,,,,,,,,Entertainment,,,,,,,Back-end Engineer,,,iOS,,,Completed one project/course,Completed multiple projects/courses,Completed one project/course,Some experience,Some experience,Completed one project/course,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,No experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,,4,4,5,5,5,4,5,5,4,5,5,5,,true,true,1,Huskies,,,,,,,,,,,,,,,,,,,,,,
101,,59e6cb2b065b993ff9e118c0,Fashion,,Arts,Finance,Politics,Health,Travel,Entertainment,Music,,Social Issues,,,,,,,,,Unsure,,,,,,,,,,,,,,,Completed one project/course,,,,,,,,3,2,4,3,2,5,,4,3,3,3,2,false,false,,,,,,,,,,,,,,,,,,,,,,,,,
102,,59e7616e065b993ff9e118ca,,,,,,,,Entertainment,,,,Gaming,Science,,,,Designer,,,,Some experience,Some experience,,,,,,Some experience,,,,,Completed one project/course,Completed one project/course,Completed one project/course,,Completed one project/course,,,,,,4,3,4,2,5,5,5,5,4,5,4,3,false,false,,,,,,,,,,,,,,,,,,,,,,,,,
103,,59e79957065b993ff9e118d2,,Sports,,Finance,,Health,,,Music,,,,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,,Completed one project/course,,,Some experience,,Some experience,,Some experience,,,,Completed multiple projects/courses,Completed one project/course,Completed one project/course,,Completed multiple projects/courses,,,,,,3,2,3,2,5,5,5,5,4,5,4,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
104,,59e7e386065b993ff9e118dc,,,,,,,,,,,,,,,,,Designer,,,,,Completed one project/course,Completed one project/course,Some experience,,,,,,,,,Completed one project/course,Completed one project/course,Completed one project/course,,,,,Completed one project/course,,,5,5,4,4,4,5,4,5,5,5,5,5,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
105,,59e8af9e8dd4091849b4706f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experience,,,,Some experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,59e8b4b78dd4091849b47070,,,,,,Health,,Entertainment,,,,Gaming,,,Back-end Engineer,,,,,,,Some experience,Some experience,Completed one project/course,Completed one project/course,Some experience,Completed multiple projects/courses,,Some experience,,,,,,,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,5,4,4,4,4,3,5,2,4,5,4,4,,true,false,,,,,,,,,,,,,,,,,,,,,,,,
107,,59e8b7e18dd4091849b47073,,Sports,,,,,,Entertainment,Music,,,Gaming,,,Back-end Engineer,,,,,,Some experience,Some experience,Some experience,,,,Completed one project/course,,Some experience,Some experience,,,Some experience,Some experience,Completed one project/course,,Completed multiple projects/courses,,,,Some experience,,5,3,4,4,5,3,3,4,3,5,4,3,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
108,,59e8e4198dd4091849b47078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,,,Some experience,,,,,,3,3,3,2,5,5,,4,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,59e8f6298dd4091849b4707a,Fashion,,Arts,Finance,Politics,Health,Travel,Entertainment,Music,Economics,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,,,,,Some experience,,Some experience,No experience,,No experience,,,,Work with API,,Some experience,,Some experience,,Completed one project/course,,,,,,4,4,3,4,5,5,2,5,4,5,5,3,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
110,,59e917828dd4091849b4707f,Fashion,,,Finance,,Health,,,,Economics,,,,Front-end Engineer,Back-end Engineer,,,,,,,Some experience,,,,,,Some experience,,,,,Some experience,,Completed one project/course,,Some experience,,,Some experience,,,5,3,2,3,,5,,5,4,5,4,3,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
111,,59e930528dd4091849b47082,,,,Finance,,,,,,Economics,,Gaming,Technologies,Front-end Engineer,Back-end Engineer,,,iOS,,,,,,,,,,,,,,,,,,Some experience,Some experience,,,,,Pascal,4,3,3,2,4,5,5,5,4,4,4,4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
112,,59e949ff8dd4091849b47085,,,,,,,,Entertainment,,Economics,Social Issues,Gaming,,,Back-end Engineer,,,,,,Some experience,,,,,,Completed one project/course,,Some experience,Some experience,,,,,Completed one project/course,,,,,,,,4,3,5,4,4,5,2,3,4,3,3,3,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
113,BU,59e9554c8dd4091849b47089,Fashion,,,Finance,,Health,,,,Economics,,,,Front-end Engineer,Back-end Engineer,,,,,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Some experience,Completed multiple projects/courses,Some experience,,Some experience,Completed multiple projects/courses,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Some experience,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,,4,4,4,4,5,5,3,4,3,4,4,4,false,false,true,3,,,,,,,,,,,,,,,,,,,,,,,
114,,59ea1a3e8dd4091849b47094,,,,,,,,,,,,Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,
115,,59ea33c28dd4091849b4709b,,,,Finance,,Health,Travel,,,,Social Issues,,,Front-end Engineer,,Data Scientist,Designer,iOS,,,,Completed multiple projects/courses,,Completed multiple projects/courses,Some experience,Some experience,,No experience,,,,,Some experience,,Completed one project/course,,Completed one project/course,,,Completed multiple projects/courses,,,3,3,4,4,5,2,,5,2,2,3,4,true,false,,,,,,,,,,,,,,,,,,,,,,,,,
116,,59eafb8d8dd4091849b470ac,,,,Finance,,Health,,Entertainment,,,,Gaming,,,,,,,,,,,,,,Some experience,Some experience,Some experience,Some experience,,,,,Completed one project/course,,Some experience,,,,,,,3,2,3,3,4,5,2,4,5,5,5,3,,false,,,,,,,,,,,,,,,,,,,,,,,,,
